M of AlH__27Al-1H__AlHambra,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
50,1,4773.81184,1.9253065855416362e-22,0.242,,,825.354741,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           12 e,           11 e,0.00038011840260634576,,,300,276
50,1,4774.249553,4.802968552937138e-22,0.2019,,,564.10793,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           10 e,            9 e,0.00021393690658696549,,,252,228
50,1,4774.601672999999,3.14754822487064e-22,0.22136999999999998,,,688.677139,,,   X1Sigma+ 3 0,   X1Sigma+ 0 0,           11 e,           10 e,0.00020276587484091102,,,276,252
50,1,5129.082494,4.3424868191911063e-35,0.0075253,,,6262.862706,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           31 e,           32 e,0.0005,,,756,780
50,1,5342.581196000001,7.406542379095814e-32,0.025231,,,4894.775635,,,   X1Sigma+ 5 0,   X1Sigma+ 1 0,           22 e,           23 e,0.0005658842637854493,,,540,564
50,1,5530.860456,1.5563825537191303e-29,0.019515,,,3675.7764420000003,,,   X1Sigma+ 5 0,   X1Sigma+ 1 0,           17 e,           18 e,0.0006771971647902847,,,420,444
50,1,5543.338686000001,3.507252158598735e-29,0.007739,,,3369.1205649999997,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           22 e,           23 e,0.0006364165302692883,,,540,564
50,1,5584.125196000001,1.2029298461605338e-28,0.007492100000000001,,,3096.515635,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           21 e,           22 e,0.0006709545439148617,,,516,540
50,1,5598.173136,8.657337000924369e-29,0.01686,,,3262.70352,,,   X1Sigma+ 5 0,   X1Sigma+ 1 0,           15 e,           16 e,0.00031851059637004226,,,372,396
50,1,5662.359793,1.1867539186924308e-27,0.006903399999999999,,,2582.94158,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           19 e,           20 e,0.0009611711606160476,,,468,492
50,1,5699.772035,3.406732587964415e-27,0.0065715,,,2342.3156289999997,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           18 e,           19 e,0.0005996540669419328,,,444,468
50,1,5735.984839,9.194938996816168e-27,0.0062201,,,2112.701661,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           17 e,           18 e,0.00042696252762976754,,,420,444
50,1,5745.205242,1.859729425179858e-27,0.009660700000000001,,,2426.3301739999997,,,   X1Sigma+ 5 0,   X1Sigma+ 1 0,           10 e,           11 e,0.0006050008264457165,,,252,276
50,1,5771.040373,2.3306612996162026e-26,0.005852899999999999,,,1894.224525,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           16 e,           17 e,0.0004467941360403021,,,396,420
50,1,5804.86164,5.539107336508449e-26,0.0054732,,,1687.0618690000001,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           15 e,           16 e,0.0007576813314316249,,,372,396
50,1,5836.766495000001,8.56301718675925e-33,0.061626,,,5555.178704999999,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           31 e,           30 e,0.0006708203932499369,,,756,732
50,1,5837.493129,1.2324540629800708e-25,0.005084,,,1491.324527,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           14 e,           15 e,0.000160312195418814,,,348,372
50,1,5861.280196000001,3.75071978841866e-30,0.12358,,,4376.076635,,,   X1Sigma+ 5 0,   X1Sigma+ 1 0,           22 e,           21 e,0.000582068724464732,,,540,516
50,1,5868.858602,2.5621886994097706e-25,0.0046881,,,1307.174948,,,   X1Sigma+ 4 0,   X1Sigma+ 0 0,           13 e,           14 e,0.0005162828682030811,,,324,348
